Ensembl_ID	UniProt	Gene_symbol	CHR	start_pos	end_pos
ENSG00000133424	O95461	LARGE1	22	33162226	33922885
ENSG00000175600	Q9HAC7	SUGCT	7	40134044	40861613
ENSG00000136819	Q9NZ63	C9orf78	9	129827194	129835863
ENSG00000136819		C9orf78	9	129827194	129835863
ENSG00000129317	Q9H0K6	PUS7L	12	43718992	43759193
ENSG00000143921		ABCG8	2	43831942	43882988
ENSG00000262246	P57737	CORO7	16	4354542	4425705
ENSG00000026025	P08670	VIM	10	17228241	17237593
ENSG00000026025		VIM	10	17228241	17237593
ENSG00000177058		SLC38A9	5	55623437	55773194
ENSG00000129317		PUS7L	12	43718992	43759193
ENSG00000089351		GRAMD1A	19	34994784	35026471
ENSG00000152578		GRIA4	11	105609535	105982090
ENSG00000138757	Q9UN86	G3BP2	4	75641849	75726301
ENSG00000135341	O43318	MAP3K7	6	90513573	90587093
ENSG00000152578	P48058	GRIA4	11	105609535	105982090
ENSG00000089351	Q96CP6	GRAMD1A	19	34994784	35026471
ENSG00000143921	Q9H221	ABCG8	2	43831942	43882988
ENSG00000198355	Q86V86	PIM3	22	49960463	49964075
ENSG00000114455	Q9UM44	HHLA2	3	108295334	108379814
ENSG00000198355		PIM3	22	49960463	49964075
ENSG00000021461		CYP3A43	7	99827922	99867305
ENSG00000262246		CORO7	16	4354542	4425705
ENSG00000135341		MAP3K7	6	90513573	90587093
ENSG00000132749	Q9Y4I5	TESMIN	11	68707440	68751568
ENSG00000132749		TESMIN	11	68707440	68751568
ENSG00000138075	Q9H222	ABCG5	2	43812472	43838865
ENSG00000090612	Q14587	ZNF268	12	133181409	133214832
ENSG00000100263	Q9Y3P4	RHBDD3	22	29259852	29268221
ENSG00000100263		RHBDD3	22	29259852	29268221
ENSG00000138075		ABCG5	2	43812472	43838865
ENSG00000090612		ZNF268	12	133181409	133214832
ENSG00000099625	Q8N350	CBARP	19	1228284	1239465
ENSG00000099625		CBARP	19	1228284	1239465
ENSG00000177058	Q8NBW4	SLC38A9	5	55623437	55773194
ENSG00000062598		ELMO2	20	46366047	46432985
ENSG00000111145	P41970	ELK3	12	96193978	96269835
ENSG00000124762	P38936	CDKN1A	6	36676441	36687397
ENSG00000111145		ELK3	12	96193978	96269835
ENSG00000103365		GGA2	16	23462213	23521995
ENSG00000124762		CDKN1A	6	36676441	36687397
ENSG00000187672	O15083	ERC2	3	55508286	56469095
ENSG00000187672		ERC2	3	55508286	56469095
ENSG00000169118	Q9HCP0	CSNK1G1	15	64165525	64356554
ENSG00000021461	Q9HB55	CYP3A43	7	99827922	99867305
ENSG00000169118		CSNK1G1	15	64165525	64356554
ENSG00000067177	P46020	PHKA1	X	72578814	72714327
ENSG00000067177		PHKA1	X	72578814	72714327
ENSG00000166736	P46098	HTR3A	11	113975075	113990313
ENSG00000103365	Q9UJY4	GGA2	16	23462213	23521995
ENSG00000206535	A1A4G5	LNP1	3	100401192	100457563
ENSG00000206535		LNP1	3	100401192	100457563
ENSG00000166736		HTR3A	11	113975075	113990313
ENSG00000107796	P62736	ACTA2	10	88934822	88991339
ENSG00000177453	Q8IY84	NIM1K	5	43192071	43280862
ENSG00000107796		ACTA2	10	88934822	88991339
ENSG00000177453		NIM1K	5	43192071	43280862
ENSG00000124664	O95238	SPDEF	6	34537796	34556333
ENSG00000124664		SPDEF	6	34537796	34556333
ENSG00000130635	P20908	COL5A1	9	134641803	134844843
ENSG00000162078		ZG16B	16	2830162	2839585
ENSG00000198961	O43164	PJA2	5	109334704	109409991
ENSG00000083099		LYRM2	6	89568144	89638755
ENSG00000162078	Q96DA0	ZG16B	16	2830162	2839585
ENSG00000131263	Q9NVW2	RLIM	X	74582976	74614627
ENSG00000130635		COL5A1	9	134641803	134844843
ENSG00000198961		PJA2	5	109334704	109409991
ENSG00000131263		RLIM	X	74582976	74614627
ENSG00000083099	Q9NU23	LYRM2	6	89568144	89638755
ENSG00000090238		YPEL3	16	30092314	30096915
ENSG00000109743	Q10588	BST1	4	15703000	15775614
ENSG00000109743		BST1	4	15703000	15775614
ENSG00000169967	Q9Y2U5	MAP3K2	2	127298668	127388465
ENSG00000164081		TEX264	3	51662693	51704323
ENSG00000105887	P58546	MTPN	7	135926760	135977375
ENSG00000105887		MTPN	7	135926760	135977375
ENSG00000166228	P61457	PCBD1	10	70882280	70888605
ENSG00000169967		MAP3K2	2	127298668	127388465
ENSG00000166012	Q9H5J8	TAF1D	11	93729948	93784391
ENSG00000166228		PCBD1	10	70882280	70888605
ENSG00000126254	Q9BTD8	RBM42	19	35628989	35638927
ENSG00000138629		UBL7	15	74445187	74461182
ENSG00000090238	P61236	YPEL3	16	30092314	30096915
ENSG00000166012		TAF1D	11	93729948	93784391
ENSG00000277893	P31213	SRD5A2	2	31522480	31580941
ENSG00000277893		SRD5A2	2	31522480	31580941
ENSG00000168993	O14810	CPLX1	4	784957	827043
ENSG00000168993		CPLX1	4	784957	827043
ENSG00000243147	O75394	MRPL33	2	27771717	27988087
ENSG00000135549	Q9C010	PKIB	6	122471917	122726375
ENSG00000126254		RBM42	19	35628989	35638927
ENSG00000243147		MRPL33	2	27771717	27988087
ENSG00000157315	Q8WW62	TMED6	16	69343250	69351786
ENSG00000157315		TMED6	16	69343250	69351786
ENSG00000100243		CYB5R3	22	42615730	42720870
ENSG00000100243	P00387	CYB5R3	22	42615730	42720870
ENSG00000198331	Q96M11	HYLS1	11	125883614	125900846
ENSG00000198331		HYLS1	11	125883614	125900846
ENSG00000164081	Q9Y6I9	TEX264	3	51662693	51704323
ENSG00000110060	Q9BZE2	PUS3	11	125893485	125903224
ENSG00000071243	Q9NXR8	ING3	7	120950763	120977216
ENSG00000110060		PUS3	11	125893485	125903224
ENSG00000164023	Q8NHU3	SGMS2	4	107824563	107915047
ENSG00000164023		SGMS2	4	107824563	107915047
ENSG00000174990		CA5A	16	87881546	87936580
ENSG00000196437	Q5MCW4	ZNF569	19	37410878	37469282
ENSG00000071243		ING3	7	120950763	120977216
ENSG00000174990	P35218	CA5A	16	87881546	87936580
ENSG00000062598	Q96JJ3	ELMO2	20	46366047	46432985
ENSG00000104205	Q96BR1	SGK3	8	66712484	66862022
ENSG00000196437		ZNF569	19	37410878	37469282
ENSG00000176248	Q9UJX6	ANAPC2	9	137174784	137189028
ENSG00000128683		GAD1	2	170813213	170861151
ENSG00000104205		SGK3	8	66712484	66862022
ENSG00000176248		ANAPC2	9	137174784	137189028
ENSG00000177084	Q07864	POLE	12	132623753	132687376
ENSG00000135549		PKIB	6	122471917	122726375
ENSG00000074317	Q16143	SNCB	5	176620082	176630672
ENSG00000177084		POLE	12	132623753	132687376
ENSG00000186166	Q86UT8	CENATAC	11	118998138	119015793
ENSG00000074317		SNCB	5	176620082	176630672
ENSG00000186166		CENATAC	11	118998138	119015793
ENSG00000122696	Q9H1U9	SLC25A51	9	37879400	37904387
ENSG00000106636	O15498	YKT6	7	44200959	44214294
ENSG00000172671	Q86XD8	ZFAND4	10	45613375	45673047
ENSG00000153066	Q6PKC3	TXNDC11	16	11679079	11742907
ENSG00000122696		SLC25A51	9	37879400	37904387
ENSG00000106636		YKT6	7	44200959	44214294
ENSG00000083838		ZNF446	19	58474017	58481233
ENSG00000172671		ZFAND4	10	45613375	45673047
ENSG00000083838	Q9NWS9	ZNF446	19	58474017	58481233
ENSG00000128683	Q99259	GAD1	2	170813213	170861151
ENSG00000153066		TXNDC11	16	11679079	11742907
ENSG00000171953		ATPAF2	17	17977409	18039209
ENSG00000071889	P98173	FAM3A	X	154506159	154516882
ENSG00000086548		CEACAM6	19	41750977	41772211
ENSG00000171953	Q8N5M1	ATPAF2	17	17977409	18039209
ENSG00000071889		FAM3A	X	154506159	154516882
ENSG00000086548	P40199	CEACAM6	19	41750977	41772211
ENSG00000170260	Q9UDV6	ZNF212	7	149239651	149255956
ENSG00000178409	Q5T5X7	BEND3	6	107065138	107116234
ENSG00000170260		ZNF212	7	149239651	149255956
ENSG00000178409		BEND3	6	107065138	107116234
ENSG00000075975	Q9H000	MKRN2	3	12557020	12586208
ENSG00000075975		MKRN2	3	12557020	12586208
ENSG00000105438	P24390	KDELR1	19	48382575	48393837
ENSG00000139291	Q96HH6	TMEM19	12	71686082	71705047
ENSG00000105438		KDELR1	19	48382575	48393837
ENSG00000139291		TMEM19	12	71686082	71705047
ENSG00000138796		HADH	4	107989714	108035241
ENSG00000138796	Q16836	HADH	4	107989714	108035241
ENSG00000136931	Q13285	NR5A1	9	124481231	124507444
ENSG00000136931		NR5A1	9	124481231	124507444
ENSG00000171827		ZNF570	19	37467508	37488652
ENSG00000196542	Q8NFR3	SPTSSB	3	161344798	161372880
ENSG00000183549	Q6NUN0	ACSM5	16	20409308	20441337
ENSG00000196542		SPTSSB	3	161344798	161372880
ENSG00000205213	Q9BXB1	LGR4	11	27365961	27472821
ENSG00000099256	Q9NRG1	PRTFDC1	10	24848614	24952606
ENSG00000171827	Q96NI8	ZNF570	19	37467508	37488652
ENSG00000169228	Q969Q5	RAB24	5	177301198	177303744
ENSG00000168300	Q96MG8	PCMTD1	8	51817575	51900042
ENSG00000099256		PRTFDC1	10	24848614	24952606
ENSG00000205213		LGR4	11	27365961	27472821
ENSG00000173467	Q8TD06	AGR3	7	16859412	16881987
ENSG00000123395	Q9BSB4	ATG101	12	52069246	52077495
ENSG00000173467		AGR3	7	16859412	16881987
ENSG00000123395		ATG101	12	52069246	52077495
ENSG00000136937		NCBP1	9	97633448	97673748
ENSG00000168300		PCMTD1	8	51817575	51900042
ENSG00000169228		RAB24	5	177301198	177303744
ENSG00000163513		TGFBR2	3	30606478	30694249
ENSG00000115718		PROC	2	127415933	127429762
ENSG00000163513	P37173	TGFBR2	3	30606478	30694249
ENSG00000129933	Q9Y6X3	MAU2	19	19320811	19358754
ENSG00000151893	Q86Y37	CACUL1	10	118674167	118755249
ENSG00000129933		MAU2	19	19320811	19358754
ENSG00000111261	Q9H8J5	MANSC1	12	12326056	12350483
ENSG00000151893		CACUL1	10	118674167	118755249
ENSG00000111261		MANSC1	12	12326056	12350483
ENSG00000168903	Q6UXE8	BTNL3	5	180988846	181006727
ENSG00000168903		BTNL3	5	180988846	181006727
ENSG00000183549		ACSM5	16	20409308	20441337
ENSG00000131446	P26572	MGAT1	5	180784780	180815652
ENSG00000111110	Q9ULR3	PPM1H	12	62643994	62935163
ENSG00000102241		HTATSF1	X	136496932	136513181
ENSG00000111110		PPM1H	12	62643994	62935163
ENSG00000131446		MGAT1	5	180784780	180815652
ENSG00000102241	O43719	HTATSF1	X	136496932	136513181
ENSG00000166266	Q93034	CUL5	11	108008898	108107781
ENSG00000091536	Q9UKN7	MYO15A	17	18108756	18179802
ENSG00000166266		CUL5	11	108008898	108107781
ENSG00000091536		MYO15A	17	18108756	18179802
ENSG00000137492		THAP12	11	76349898	76381134
ENSG00000137492	O43422	THAP12	11	76349898	76381134
ENSG00000179262		RAD23A	19	12945848	12953646
ENSG00000138669	Q13237	PRKG2	4	81086874	81217970
ENSG00000183044		ABAT	16	8674596	8784575
ENSG00000149016		TUT1	11	62575045	62591637
ENSG00000149016	Q9H6E5	TUT1	11	62575045	62591637
ENSG00000138669		PRKG2	4	81086874	81217970
ENSG00000155970	Q86XE3	MICU3	8	17026877	17125880
ENSG00000155970		MICU3	8	17026877	17125880
ENSG00000124571	Q9HAV4	XPO5	6	43522334	43576061
ENSG00000124571		XPO5	6	43522334	43576061
ENSG00000160959		LRRC14	8	144517965	144525178
ENSG00000084453	P46721	SLCO1A2	12	21264600	21419676
ENSG00000108061	Q9UQ13	SHOC2	10	110917932	111017307
ENSG00000108061		SHOC2	10	110917932	111017307
ENSG00000084453		SLCO1A2	12	21264600	21419676
ENSG00000179262	P54725	RAD23A	19	12945848	12953646
ENSG00000197150	Q9NUT2	ABCB8	7	151028422	151047782
ENSG00000133884		DPF2	11	65333821	65354262
ENSG00000197150		ABCB8	7	151028422	151047782
ENSG00000160959	Q15048	LRRC14	8	144517965	144525178
ENSG00000136937	Q09161	NCBP1	9	97633448	97673748
ENSG00000133884	Q92785	DPF2	11	65333821	65354262
ENSG00000126368	P20393	NR1D1	17	40092793	40100589
ENSG00000101246	Q13795	ARFRP1	20	63698622	63708662
ENSG00000165643	Q5JUK2	SOHLH1	9	135693407	135704498
ENSG00000165643		SOHLH1	9	135693407	135704498
ENSG00000104872		PIH1D1	19	49446291	49453537
ENSG00000136518	O96019	ACTL6A	3	179562886	179588407
ENSG00000108352	Q9UHV5	RAPGEFL1	17	40177010	40195656
ENSG00000137944	Q6YP21	KYAT3	1	88935773	88992953
ENSG00000108352		RAPGEFL1	17	40177010	40195656
ENSG00000137944		KYAT3	1	88935773	88992953
ENSG00000198682	O95340	PAPSS2	10	87659613	87747708
ENSG00000121680	Q9Y5Y5	PEX16	11	45909663	45918812
ENSG00000136518		ACTL6A	3	179562886	179588407
ENSG00000198682		PAPSS2	10	87659613	87747708
ENSG00000183153	Q8N144	GJD3	17	40360652	40364737
ENSG00000121680		PEX16	11	45909663	45918812
ENSG00000166448	Q8N3G9	TMEM130	7	98846488	98870771
ENSG00000113492	Q9BYV1	AGXT2	5	34997427	35048240
ENSG00000166448		TMEM130	7	98846488	98870771
ENSG00000183044	P80404	ABAT	16	8674596	8784575
ENSG00000101246		ARFRP1	20	63698622	63708662
ENSG00000162738	Q9ULK5	VANGL2	1	160400564	160428678
ENSG00000162738		VANGL2	1	160400564	160428678
ENSG00000166924	Q6ZVC0	NYAP1	7	100483605	100494802
ENSG00000166924		NYAP1	7	100483605	100494802
ENSG00000243509	O95407	TNFRSF6B	20	63696368	63698689
ENSG00000243509		TNFRSF6B	20	63696368	63698689
ENSG00000104872	Q9NWS0	PIH1D1	19	49446291	49453537
ENSG00000124795	P35659	DEK	6	18223860	18265997
ENSG00000204370		SDHD	11	112086824	112120016
ENSG00000173889		PHC3	3	170086732	170181768
ENSG00000124795		DEK	6	18223860	18265997
ENSG00000113492		AGXT2	5	34997427	35048240
ENSG00000264058			17	40627356	40665141
ENSG00000122679	O60896	RAMP3	7	45157648	45188665
ENSG00000118702	P01286	GHRH	20	37251086	37261819
ENSG00000183747		ACSM2A	16	20444012	20487669
ENSG00000122679		RAMP3	7	45157648	45188665
ENSG00000118702		GHRH	20	37251086	37261819
ENSG00000197496	O95528	SLC2A10	20	46709577	46736347
ENSG00000197496		SLC2A10	20	46709577	46736347
ENSG00000204370	O14521	SDHD	11	112086824	112120016
ENSG00000164746		C7orf57	7	48035501	48061304
ENSG00000185668	Q03052	POU3F1	1	38043829	38046793
ENSG00000166289	Q96S99	PLEKHF1	19	29665398	29675477
ENSG00000166289		PLEKHF1	19	29665398	29675477
ENSG00000136842	P28289	TMOD1	9	97501180	97601743
ENSG00000164746	Q8NEG2	C7orf57	7	48035501	48061304
ENSG00000196821	Q9H6K1	ILRUN	6	34587288	34696881
ENSG00000196821		ILRUN	6	34587288	34696881
ENSG00000146054	Q9C029	TRIM7	5	181193924	181205293
ENSG00000136842		TMOD1	9	97501180	97601743
ENSG00000160993	Q9NXW9	ALKBH4	7	102456238	102464865
ENSG00000160993		ALKBH4	7	102456238	102464865
ENSG00000146054		TRIM7	5	181193924	181205293
ENSG00000173452		TMEM196	7	19719315	19773617
ENSG00000173452	Q5HYL7	TMEM196	7	19719315	19773617
ENSG00000118564	Q9UKA1	FBXL5	4	15604381	15681679
ENSG00000138629	Q96S82	UBL7	15	74445187	74461182
ENSG00000118564		FBXL5	4	15604381	15681679
ENSG00000154582		ELOC	8	73939169	73972307
ENSG00000154582	Q15369	ELOC	8	73939169	73972307
ENSG00000171219	Q6DT37	CDC42BPG	11	64823051	64844679
ENSG00000171219		CDC42BPG	11	64823051	64844679
ENSG00000253368	Q6NT89	TRNP1	1	26993692	27001912
ENSG00000253368		TRNP1	1	26993692	27001912
ENSG00000043143		JADE2	5	134523979	134583230
ENSG00000107581	Q14152	EIF3A	10	119033670	119080835
ENSG00000183747	Q08AH3	ACSM2A	16	20444012	20487669
ENSG00000107581		EIF3A	10	119033670	119080835
ENSG00000064490		RFXANK	19	19191957	19202844
ENSG00000106258	P20815	CYP3A5	7	99648194	99679997
ENSG00000173992	O14618	CCS	11	66593153	66606019
ENSG00000173992		CCS	11	66593153	66606019
ENSG00000043143	Q9NQC1	JADE2	5	134523979	134583230
ENSG00000165449	Q7RTY1	SLC16A9	10	59650762	59736002
ENSG00000115718	P04070	PROC	2	127415933	127429762
ENSG00000165449		SLC16A9	10	59650762	59736002
ENSG00000196498		NCOR2	12	124324407	124567623
ENSG00000196498	Q9Y618	NCOR2	12	124324407	124567623
ENSG00000106258		CYP3A5	7	99648194	99679997
ENSG00000103449	Q9NSC2	SALL1	16	51135982	51152683
ENSG00000103449		SALL1	16	51135982	51152683
ENSG00000173889	Q8NDX5	PHC3	3	170086732	170181768
ENSG00000154930	Q9NUB1	ACSS1	20	25006230	25058980
ENSG00000154930		ACSS1	20	25006230	25058980
ENSG00000106336		FBXO24	7	100583982	100601117
ENSG00000166847	Q9BTE1	DCTN5	16	23641381	23677472
ENSG00000059691	O75879	GATB	4	151670458	151761028
ENSG00000166847		DCTN5	16	23641381	23677472
ENSG00000113303	Q6UX41	BTNL8	5	180899077	180952164
ENSG00000136830	Q96TA1	NIBAN2	9	127505339	127578989
ENSG00000059691		GATB	4	151670458	151761028
ENSG00000177853	Q6AHZ1	ZNF518A	10	96129695	96205288
ENSG00000136830		NIBAN2	9	127505339	127578989
ENSG00000061936		SFSWAP	12	131711081	131799738
ENSG00000106336	O75426	FBXO24	7	100583982	100601117
ENSG00000163746		PLSCR2	3	146391421	146495991
ENSG00000177853		ZNF518A	10	96129695	96205288
ENSG00000155926	Q13239	SLA	8	133036728	133102912
ENSG00000196678	A8K979	ERI2	16	20780193	20900349
ENSG00000124253	P35558	PCK1	20	57560573	57568121
ENSG00000163746	Q9NRY7	PLSCR2	3	146391421	146495991
ENSG00000185418	A2RTX5	TARS3	15	101653596	101724565
ENSG00000124253		PCK1	20	57560573	57568121
ENSG00000185418		TARS3	15	101653596	101724565
ENSG00000136925	Q5T7W7	TSTD2	9	97600080	97633377
ENSG00000196678		ERI2	16	20780193	20900349
ENSG00000136925		TSTD2	9	97600080	97633377
ENSG00000113303		BTNL8	5	180899077	180952164
ENSG00000115085	P43403	ZAP70	2	97713576	97744327
ENSG00000122787	P51857	AKR1D1	7	138002324	138118306
ENSG00000115085		ZAP70	2	97713576	97744327
ENSG00000155926		SLA	8	133036728	133102912
ENSG00000122787		AKR1D1	7	138002324	138118306
ENSG00000061936	Q12872	SFSWAP	12	131711081	131799738
ENSG00000144579		CTDSP1	2	218397136	218405942
ENSG00000217930		PAM16	16	4331549	4355607
ENSG00000144579	Q9GZU7	CTDSP1	2	218397136	218405942
ENSG00000155980		KIF5A	12	57546026	57586633
ENSG00000186480	O15503	INSIG1	7	155296731	155311963
ENSG00000186480		INSIG1	7	155296731	155311963
ENSG00000086475	P49903	SEPHS1	10	13317425	13348596
ENSG00000217930	Q9Y3D7	PAM16	16	4331549	4355607
ENSG00000086475		SEPHS1	10	13317425	13348596
ENSG00000064490	O14593	RFXANK	19	19191957	19202844
ENSG00000103591	Q6PD74	AAGAB	15	67200667	67255195
ENSG00000244274	Q9BQY9	DBNDD2	20	45405616	45410870
ENSG00000155980	Q12840	KIF5A	12	57546026	57586633
ENSG00000138698		RAP1GDS1	4	98261243	98443864
ENSG00000203791		EEF1AKMT2	10	124748149	124791887
ENSG00000103591		AAGAB	15	67200667	67255195
ENSG00000112319	O95677	EYA4	6	133240514	133532128
ENSG00000168439	P31948	STIP1	11	64185272	64204548
ENSG00000112319		EYA4	6	133240514	133532128
ENSG00000147649	Q86UE4	MTDH	8	97644013	97730260
ENSG00000244274		DBNDD2	20	45405616	45410870
ENSG00000125571	Q9NZH6	IL37	2	112911165	112918882
ENSG00000203791	Q5JPI9	EEF1AKMT2	10	124748149	124791887
ENSG00000147649		MTDH	8	97644013	97730260
ENSG00000168439		STIP1	11	64185272	64204548
ENSG00000103044	O00219	HAS3	16	69105653	69118719
ENSG00000103044		HAS3	16	69105653	69118719
ENSG00000125571		IL37	2	112911165	112918882
ENSG00000135898	Q9Y2T6	GPR55	2	230907318	230961066
ENSG00000135898		GPR55	2	230907318	230961066
ENSG00000213699		SLC35F6	2	26764240	26781231
ENSG00000173621	Q6PJG9	LRFN4	11	66856546	66860475
ENSG00000173621		LRFN4	11	66856546	66860475
ENSG00000103460	O15405	TOX3	16	52436417	52547802
ENSG00000111224	Q9NR21	PARP11	12	3791047	3873448
ENSG00000103460		TOX3	16	52436417	52547802
ENSG00000213699	Q8N357	SLC35F6	2	26764240	26781231
ENSG00000111224		PARP11	12	3791047	3873448
ENSG00000007001		UPP2	2	157876557	158136154
ENSG00000152463		OLAH	10	15032227	15073853
ENSG00000007001	O95045	UPP2	2	157876557	158136154
ENSG00000111196		MAGOHB	12	10604190	10613609
ENSG00000152463	Q9NV23	OLAH	10	15032227	15073853
ENSG00000196562		SULF2	20	47656197	47786835
ENSG00000111196	Q96A72	MAGOHB	12	10604190	10613609
ENSG00000146453	Q8NA58	PNLDC1	6	159800249	159820704
ENSG00000144231	O15514	POLR2D	2	127843553	127858155
ENSG00000144231		POLR2D	2	127843553	127858155
ENSG00000133247	Q86Y97	KMT5C	19	55339367	55348121
ENSG00000197889	Q5JSS6	MEIG1	10	14954194	14988050
ENSG00000197140		ADAM32	8	39106990	39284917
ENSG00000146453		PNLDC1	6	159800249	159820704
ENSG00000004948	P30988	CALCR	7	93424486	93575738
ENSG00000197889		MEIG1	10	14954194	14988050
ENSG00000156475	Q00005	PPP2R2B	5	146580742	147084784
ENSG00000133247		KMT5C	19	55339367	55348121
ENSG00000004948		CALCR	7	93424486	93575738
ENSG00000196562	Q8IWU5	SULF2	20	47656197	47786835
ENSG00000215301	O00571	DDX3X	X	41333348	41364472
ENSG00000215301		DDX3X	X	41333348	41364472
ENSG00000156475		PPP2R2B	5	146580742	147084784
ENSG00000180347		ITPRID1	7	31514090	31656504
ENSG00000137193	P11309	PIM1	6	37170152	37175428
ENSG00000137193		PIM1	6	37170152	37175428
ENSG00000160113	P10588	NR2F6	19	17231883	17245919
ENSG00000160113		NR2F6	19	17231883	17245919
ENSG00000180347	Q6ZRS4	ITPRID1	7	31514090	31656504
ENSG00000149930	Q9UL54	TAOK2	16	29973868	29992261
ENSG00000177169	O75385	ULK1	12	131894621	131923161
ENSG00000149930		TAOK2	16	29973868	29992261
ENSG00000177169		ULK1	12	131894621	131923161
ENSG00000198502	Q30154	HLA-DRB5	6	32517345	32530369
ENSG00000198502		HLA-DRB5	6	32517345	32530369
ENSG00000131149		GSE1	16	85169525	85676204
ENSG00000149136	Q08945	SSRP1	11	57325982	57335892
ENSG00000160410		SHKBP1	19	40576844	40591399
ENSG00000149136		SSRP1	11	57325982	57335892
ENSG00000072422	O94844	RHOBTB1	10	60869438	61001441
ENSG00000116106	P54764	EPHA4	2	221418027	221574202
ENSG00000116106		EPHA4	2	221418027	221574202
ENSG00000072422		RHOBTB1	10	60869438	61001441
ENSG00000146192		FGD2	6	37005645	37029299
ENSG00000091137	O43511	SLC26A4	7	107660594	107717809
ENSG00000091137		SLC26A4	7	107660594	107717809
ENSG00000135049	Q9UPW5	AGTPBP1	9	85546539	85742144
ENSG00000107872		FBXL15	10	102418520	102423142
ENSG00000197140	Q8TC27	ADAM32	8	39106990	39284917
ENSG00000107872	Q9H469	FBXL15	10	102418520	102423142
ENSG00000135049		AGTPBP1	9	85546539	85742144
ENSG00000146192	Q7Z6J4	FGD2	6	37005645	37029299
ENSG00000170145	Q9H0K1	SIK2	11	111602404	111730855
ENSG00000170145		SIK2	11	111602404	111730855
ENSG00000088833	Q9UNZ2	NSFL1C	20	1442162	1473842
ENSG00000088833		NSFL1C	20	1442162	1473842
ENSG00000247746	Q70EK9	USP51	X	55484616	55489874
ENSG00000247746		USP51	X	55484616	55489874
ENSG00000164597		COG5	7	107201372	107564261
ENSG00000164597	Q9UP83	COG5	7	107201372	107564261
ENSG00000166889	Q86TB9	PATL1	11	59636716	59669141
ENSG00000166889		PATL1	11	59636716	59669141
ENSG00000112592		TBP	6	170554302	170572870
ENSG00000122705	P09496	CLTA	9	36190856	36304781
ENSG00000108010	O76003	GLRX3	10	130136385	130184521
ENSG00000196209		SIRPB2	20	1470741	1491587
ENSG00000214652	A8MUV8	ZNF727	7	64045429	64114556
ENSG00000214652		ZNF727	7	64045429	64114556
ENSG00000196209	Q5JXA9	SIRPB2	20	1470741	1491587
ENSG00000131149	Q14687	GSE1	16	85169525	85676204
ENSG00000108010		GLRX3	10	130136385	130184521
ENSG00000135205		CCDC146	7	77122434	77329533
ENSG00000083750	Q5VZM2	RRAGB	X	55717743	55758774
ENSG00000083750		RRAGB	X	55717743	55758774
ENSG00000112592	P20226	TBP	6	170554302	170572870
ENSG00000122705		CLTA	9	36190856	36304781
ENSG00000135205	Q8IYE0	CCDC146	7	77122434	77329533
ENSG00000112214	Q5TD97	FHL5	6	96562548	96619616
ENSG00000160410	Q8TBC3	SHKBP1	19	40576844	40591399
ENSG00000070018	O75581	LRP6	12	12116025	12267185
ENSG00000112214		FHL5	6	96562548	96619616
ENSG00000070018		LRP6	12	12116025	12267185
ENSG00000147606		SLC26A7	8	91209494	91398155
ENSG00000101306	Q9H1R3	MYLK2	20	31819287	31834689
ENSG00000165795	Q9UN36	NDRG2	14	21016763	21071094
ENSG00000198931	P07741	APRT	16	88809339	88811963
ENSG00000101306		MYLK2	20	31819287	31834689
ENSG00000198931		APRT	16	88809339	88811963
ENSG00000139574	O15130	NPFF	12	53506684	53507491
ENSG00000139574		NPFF	12	53506684	53507491
ENSG00000172296		SPTLC3	20	13008972	13169103
ENSG00000133703		KRAS	12	25205246	25250936
ENSG00000172296	Q9NUV7	SPTLC3	20	13008972	13169103
ENSG00000165795		NDRG2	14	21016763	21071094
ENSG00000106397		PLOD3	7	101205977	101219968
ENSG00000160563		MED27	9	131852928	132079875
ENSG00000133703	P01116	KRAS	12	25205246	25250936
ENSG00000160563	Q6P2C8	MED27	9	131852928	132079875
ENSG00000132623	Q9NU02	ANKEF1	20	9986126	10058303
ENSG00000132623		ANKEF1	20	9986126	10058303
ENSG00000198707		CEP290	12	88049016	88142099
ENSG00000165185	Q8N8K9	KIAA1958	9	112486827	112669397
ENSG00000114098	Q8IUR7	ARMC8	3	138187248	138298384
ENSG00000165185		KIAA1958	9	112486827	112669397
ENSG00000106397	O60568	PLOD3	7	101205977	101219968
ENSG00000138698	P52306	RAP1GDS1	4	98261243	98443864
ENSG00000214087		ARL16	17	81681165	81683797
ENSG00000166788	Q96ER3	SAAL1	11	18069935	18106108
ENSG00000055147	Q9NRY5	FAM114A2	5	153990148	154038936
ENSG00000166788		SAAL1	11	18069935	18106108
ENSG00000055147		FAM114A2	5	153990148	154038936
ENSG00000089091		DZANK1	20	18383361	18467332
ENSG00000169692	O15120	AGPAT2	9	136673142	136687457
ENSG00000114098		ARMC8	3	138187248	138298384
ENSG00000137868	Q9BX79	STRA6	15	74179466	74212267
ENSG00000137868		STRA6	15	74179466	74212267
ENSG00000169692		AGPAT2	9	136673142	136687457
ENSG00000188175	A8MVW5	HEPACAM2	7	93188534	93226559
ENSG00000188175		HEPACAM2	7	93188534	93226559
ENSG00000198707	O15078	CEP290	12	88049016	88142099
ENSG00000160404	Q8N2E6	TOR2A	9	127731516	127735355
ENSG00000122687	Q9UI43	MRM2	7	2234195	2242205
ENSG00000160404	Q5JU69	TOR2A	9	127731516	127735355
ENSG00000122687		MRM2	7	2234195	2242205
ENSG00000118515	O00141	SGK1	6	134169248	134318112
ENSG00000147606	Q8TE54	SLC26A7	8	91209494	91398155
